Age,Gender,Education Level,Marital Status,Income,Credit Score,Loan Amount,Loan Purpose,Employment Status,Years at Current Job,Payment History,Debt-to-Income Ratio,Assets Value,Number of Dependents,City,State,Country,Previous Defaults,Marital Status Change
35,Non-binary,PhD,Divorced,31377,690,26570,Home,Unemployed,16,Good,0.4026101261716598,111597,3,West Michael,MO,Rwanda,0,0
45,Non-binary,Bachelor's,Divorced,105977,,36285,Personal,Self-employed,11,Good,0.10221207977405247,228883,4,South Robert,CT,Northern Mariana Islands,1,0
42,Non-binary,Bachelor's,Widowed,89070,,18488,Personal,Employed,11,Excellent,0.5551602192369088,53198,2,Johnsonfurt,WY,Marshall Islands,1,2
66,Male,High School,Married,72748,711,,Home,Unemployed,5,Good,0.197163506,190518,4,Nathanstad,VI,Hong Kong,2,2
36,Female,Master's,Widowed,39750,649,12139,Auto,Employed,19,Fair,0.4057600547841318,106118,3,Erinton,SD,Belarus,2,2
30,Male,High School,Widowed,92195,661,17862,Personal,Unemployed,13,Excellent,0.49251947953962194,,2,Brandimouth,AL,Senegal,,1
45,Non-binary,Bachelor's,Divorced,115515,718,45789,Personal,Unemployed,12,Fair,0.32373796817537104,,4,North Adammouth,NE,Cayman Islands,0,0
49,Non-binary,Bachelor's,Widowed,116093,723,42926,Home,Self-employed,4,Fair,0.212951981,40257,2,Smithview,IA,Sudan,,2
48,Male,High School,Divorced,88283,720,,Auto,Employed,10,Excellent,0.10937795471874415,108752,3,Rodriguezville,CO,Belize,3,2
30,Male,Bachelor's,Widowed,89541,662,,Home,Self-employed,9,Excellent,0.4044119863018232,274820,2,North Jessicaton,MT,Aruba,4,2
37,Non-binary,Master's,Widowed,108509,701,,Business,Self-employed,16,Poor,0.16670544524174366,219044,0,North Deborahfort,NJ,Bosnia and Herzegovina,4,2
30,Female,Bachelor's,Single,90480,,23125,Personal,Employed,4,Excellent,0.3279637628417251,113249,4,New Christine,IL,Bangladesh,4,0
46,Female,Bachelor's,Married,46671,791,12092,Auto,Employed,2,Fair,0.12089529845509037,105478,3,Susanmouth,VA,Mauritania,1,0
53,Male,High School,Divorced,75210,629,46073,Auto,Self-employed,1,Poor,0.2527952203538544,150556,0,West Anthony,PW,Saint Martin,0,2
53,Non-binary,High School,Single,,642,19497,Business,Employed,1,Poor,0.5984313360333553,227148,1,Lyonsshire,MT,Kazakhstan,3,1
64,Non-binary,Bachelor's,Divorced,,704,26636,Business,Employed,16,Fair,0.11551148958584942,,0,New Justinfurt,MP,Wallis and Futuna,2,1
50,Female,Master's,Married,39623,782,9214,Home,Self-employed,3,Good,0.3389530878618092,193342,2,North Peterfurt,CO,Turkey,0,0
52,Female,Bachelor's,Married,25988,727,,Home,Employed,8,Excellent,0.46372939467523155,141156,,West Nicoleview,MO,Cameroon,3,0
56,Non-binary,High School,Widowed,38722,,32686,Auto,Unemployed,13,Excellent,0.4935664554802701,,2,Johnsonburgh,MA,Australia,,2
37,Non-binary,Bachelor's,Widowed,65221,763,44264,Home,Unemployed,9,Excellent,0.3019959256323915,196053,1,Lake Jonathan,KS,Anguilla,2,0
59,Female,High School,Married,37907,,39055,Personal,Unemployed,8,Good,0.16455530328859438,,,New Amy,SD,Nigeria,0,2
40,Non-binary,PhD,Widowed,115833,734,6488,Auto,Employed,4,Excellent,0.233933227,26634,3,West Charles,KY,Bulgaria,,1
34,Male,PhD,Married,,637,18682,Personal,Unemployed,16,Fair,0.12099417504755297,175387,2,Shawmouth,MP,Tanzania,0,2
48,Non-binary,Bachelor's,Widowed,109364,668,15281,Auto,Unemployed,16,Good,0.16734523549141703,296493,3,East Jason,RI,Mauritania,2,0
41,Female,PhD,Single,20185,670,37897,Business,Employed,8,Poor,0.33574727875770116,258954,1,Moraleschester,ID,Equatorial Guinea,4,0
40,Non-binary,Bachelor's,Widowed,79379,774,,Business,Employed,1,Good,0.37343720453317486,253816,4,Averytown,AL,Ghana,3,0
45,Female,High School,Widowed,28469,635,27982,Home,Unemployed,1,Good,0.576871939,168066,2,Lake Kelseymouth,PR,Ukraine,3,0
68,Female,High School,Divorced,20888,,,Auto,Unemployed,2,Excellent,0.284444329,237983,4,North Larry,KY,French Southern Territories,3,1
43,Male,Bachelor's,Widowed,30002,614,36736,Home,Self-employed,16,Poor,0.43194052983192033,146180,3,Lake Jillport,FM,Isle of Man,1,0
39,Non-binary,Master's,Divorced,117192,689,21888,Business,Self-employed,2,Excellent,0.37010793373400463,,,Lake Jared,UT,Argentina,2,1
26,Female,Master's,Single,112199,647,42982,Home,Employed,13,Fair,0.10534306948931413,228001,,South Gavinfort,VT,Saint Lucia,1,2
34,Male,Bachelor's,Divorced,95955,618,,Home,Unemployed,6,Excellent,0.4082958315205991,262852,0,New Ruth,VA,Norway,3,2
57,Female,Master's,Single,39121,641,40720,Auto,Unemployed,9,Fair,0.5550543189752534,142231,2,Port Sarahshire,AK,Western Sahara,3,0
62,Female,High School,Married,,626,7215,Auto,Employed,3,Poor,0.45741267284513876,154315,1,North Kevin,NM,Bahrain,4,0
33,Female,High School,Widowed,29033,648,42112,Personal,Self-employed,1,Excellent,0.30876625573891625,88385,1,Dawntown,AK,Serbia,2,2
68,Non-binary,Bachelor's,Widowed,88637,724,40076,Personal,Self-employed,19,Fair,0.46050441051793833,104810,0,Hammondstad,OR,Ecuador,,1
63,Non-binary,Master's,Married,103130,690,,Business,Unemployed,5,Good,0.5544890158459185,68019,0,Courtneymouth,FL,Germany,,1
67,Male,Master's,Married,70806,600,22018,Business,Self-employed,9,Good,0.4782779351363783,78437,2,Paynebury,MP,Vanuatu,3,0
35,Non-binary,High School,Widowed,80098,692,24119,Auto,Self-employed,16,Good,0.39801962996757456,274489,0,Andrewborough,SC,Spain,2,1
39,Female,Master's,Divorced,,732,,Business,Unemployed,15,Poor,0.3218956516060565,146107,1,Jenkinsville,AS,Gibraltar,3,0
44,Male,Bachelor's,Divorced,,650,,Business,Self-employed,2,Excellent,0.5529159211976751,220671,,Baileystad,GU,Serbia,4,2
26,Male,Bachelor's,Divorced,114711,684,43402,Auto,Employed,12,Poor,0.2430135223951819,,1,Martinberg,NC,Bahrain,4,1
26,Female,Bachelor's,Single,45482,,28707,Personal,Employed,10,Fair,0.2861705216603382,138642,4,Christophermouth,FM,Tonga,2,0
35,Male,Master's,Widowed,73812,735,6562,Home,Employed,0,Good,0.4792556247494245,153107,3,Lake Jermaineville,RI,United States Virgin Islands,2,0
55,Male,Master's,Divorced,56380,758,40216,Personal,Self-employed,6,Excellent,0.14967322571017985,179718,1,Riddleville,NM,Mexico,0,2
20,Male,PhD,Married,82934,,45686,Home,Employed,6,Excellent,0.5753807561310667,100471,4,New Brenda,MT,Timor-Leste,2,0
25,Male,Master's,Divorced,62637,782,5785,Home,Employed,9,Excellent,0.4393884507074588,274121,,Sherryhaven,AR,Armenia,3,1
34,Non-binary,PhD,Widowed,35977,715,18554,Auto,Self-employed,12,Excellent,0.5849002472978844,,4,Port Rachelport,SC,Albania,3,1
54,Male,High School,Divorced,117417,690,31631,Personal,Employed,8,Excellent,0.10874894773379493,115543,4,Lake Helenshire,FM,Anguilla,0,2
52,Male,High School,Married,77872,761,23358,Business,Unemployed,19,Poor,0.19809914530531333,151650,4,Calderonberg,MS,Saint Kitts and Nevis,4,1
45,Non-binary,PhD,Married,36127,701,40624,Home,Employed,3,Excellent,0.40864569154194497,32098,3,Port Jerome,MS,Andorra,4,2
28,Female,Master's,Married,55985,683,43661,Personal,Employed,13,Fair,0.4353832827420133,247277,2,Kathleenmouth,WY,New Zealand,4,2
28,Female,High School,Married,118979,777,38566,Home,Self-employed,2,Good,0.4084895798330197,75226,3,Jamesside,TX,Liberia,0,1
65,Female,High School,Single,32741,675,7917,Business,Self-employed,19,Excellent,0.37680660071001804,133868,4,Lake Craigville,HI,Guam,,2
18,Female,PhD,Widowed,104600,612,45506,Personal,Self-employed,2,Poor,0.3173024981392376,232364,4,Burnettmouth,FL,Congo,0,1
27,Male,PhD,Married,100880,704,16656,Auto,Unemployed,13,Good,0.15013634670776613,121449,0,South Jonathanhaven,DE,Micronesia,3,1
31,Female,Master's,Married,84796,670,42344,Home,Unemployed,3,Good,0.4859493041931401,173406,3,Villegasmouth,MP,Saint Helena,1,0
36,Non-binary,High School,Divorced,65984,781,23723,Home,Unemployed,7,Excellent,0.1869450297802828,37657,4,Andersonville,LA,Singapore,,0
59,Male,Master's,Divorced,40932,775,48703,Personal,Employed,18,Fair,0.31429092964655647,176305,,Huynhshire,CA,Korea,,1
45,Female,Bachelor's,Divorced,30935,668,29987,Auto,Self-employed,0,Good,0.4372448195998523,148136,3,Amberside,SC,Yemen,2,2
41,Non-binary,PhD,Single,106348,611,16284,Home,Employed,12,Good,0.2828966175484545,281924,0,Brownborough,SC,Kiribati,1,1
36,Female,Master's,Divorced,42880,661,,Business,Unemployed,1,Excellent,0.27276157032889603,,4,East Joeville,AS,Belgium,3,2
58,Female,Bachelor's,Widowed,93396,607,29464,Home,Employed,16,Fair,0.19285300337433467,151725,,Juarezstad,NC,Austria,2,0
64,Non-binary,Master's,Married,102307,799,11302,Auto,Self-employed,15,Excellent,0.4483015409293545,215528,,Russellshire,WV,Swaziland,2,0
60,Male,Bachelor's,Married,48805,737,13853,Business,Employed,6,Poor,0.27888465574823273,149468,0,West Michaelberg,AK,New Zealand,1,2
67,Male,High School,Divorced,44318,712,40535,Personal,Unemployed,8,Good,0.12493061856498436,178284,,Lauriehaven,NY,Australia,4,2
32,Male,Bachelor's,Single,86473,758,22117,Auto,Unemployed,11,Good,0.19107644618979883,222848,4,West Catherineport,KS,Trinidad and Tobago,3,1
49,Female,Master's,Single,110703,609,,Personal,Self-employed,0,Excellent,0.5441884715291188,152265,3,East Michele,MP,Saint Martin,4,2
67,Male,PhD,Married,91521,725,41269,Home,Self-employed,13,Fair,0.5332907913580731,,3,West Johnmouth,AL,Rwanda,,1
18,Male,Master's,Single,,612,34278,Business,Unemployed,0,Poor,0.10176939391081749,,,West Jamiehaven,CO,Malta,4,0
44,Non-binary,PhD,Widowed,98347,624,41759,Auto,Employed,13,Poor,0.15373624369155506,124813,4,Elizabethmouth,SC,Ecuador,0,1
53,Male,High School,Single,90345,779,23181,Home,Self-employed,12,Fair,0.22479232380063777,273425,0,Morgantown,SC,Gabon,1,1
64,Non-binary,Master's,Divorced,70325,762,48903,Business,Self-employed,18,Fair,0.13964858471638217,69319,4,West Deborah,MP,Christmas Island,0,1
29,Female,High School,Single,31955,684,43989,Business,Unemployed,12,Poor,0.3398461844373951,93732,4,East Taylor,AZ,Cape Verde,2,2
38,Female,High School,Divorced,112301,635,6446,Auto,Employed,10,Good,0.2072131021001349,,2,Wangton,TN,Andorra,1,1
49,Male,PhD,Single,41865,752,38445,Auto,Unemployed,19,Good,0.4679410241170331,23278,0,Lisaside,KS,Belgium,3,0
39,Female,PhD,Divorced,66806,,12993,Home,Self-employed,17,Fair,0.17485579203665344,136414,3,Weaverchester,WY,Pakistan,,1
39,Male,Bachelor's,Single,114182,788,29990,Business,Self-employed,8,Excellent,0.41174122017391146,109842,4,Davisfort,AS,Andorra,4,0
56,Non-binary,High School,Widowed,102318,620,34290,Home,Unemployed,3,Fair,0.28698599151191007,79526,3,North Anthonyhaven,AL,Taiwan,,0
36,Female,Bachelor's,Single,50161,625,35934,Business,Unemployed,0,Excellent,0.49821758878159284,,3,Julieview,VI,Bolivia,0,2
45,Male,Master's,Married,24942,706,45673,Personal,Unemployed,11,Good,0.40912748556284395,,,Silvaview,AL,Venezuela,2,0
29,Female,Bachelor's,Married,89254,742,32817,Personal,Unemployed,11,Excellent,0.4246767803502537,76648,2,East Brianhaven,AZ,Serbia,,1
35,Non-binary,Bachelor's,Divorced,101454,762,16768,Personal,Unemployed,0,Poor,0.16179891519846076,59293,2,North Richard,VI,Azerbaijan,3,2
42,Male,PhD,Single,115192,767,39562,Personal,Employed,18,Fair,0.16650484708165372,240199,,Georgeshire,KS,Turkey,0,0
43,Non-binary,Bachelor's,Widowed,92468,613,44035,Personal,Unemployed,5,Fair,0.3489525389355158,194785,,Lake Elizabeth,NE,Madagascar,4,2
53,Male,Bachelor's,Divorced,26107,634,5340,Personal,Unemployed,4,Poor,0.48873967322342193,126173,1,Lake Franciscoport,SD,Bahamas,,1
21,Male,PhD,Single,111253,701,42411,Home,Self-employed,12,Fair,0.2101932195079502,,,Lake Johnny,HI,Angola,,0
27,Male,Master's,Divorced,38773,601,,Business,Employed,5,Excellent,0.2410801446762216,59199,,Kennedyton,WY,Saint Helena,2,2
19,Non-binary,Master's,Divorced,60148,701,21173,Home,Unemployed,8,Excellent,0.5676608629317731,242488,2,Joshuatown,AL,Serbia,,0
68,Non-binary,PhD,Married,53743,639,,Personal,Employed,1,Poor,0.33392339129306137,263904,,South Kara,NM,Saint Kitts and Nevis,2,1
34,Male,PhD,Divorced,60730,766,18024,Personal,Self-employed,10,Excellent,0.43647691273130684,156665,,Kingshire,MI,Nepal,0,2
38,Female,PhD,Single,84736,750,40252,Business,Employed,0,Excellent,0.2967281308483902,106637,0,Sarahhaven,FL,Ghana,2,0
46,Non-binary,Master's,Single,63043,,26655,Business,Unemployed,18,Fair,0.1999520153705546,77939,4,New Sara,AR,Mauritania,1,2
43,Male,Master's,Single,78209,756,38755,Home,Unemployed,13,Fair,0.13858575880582794,194063,3,Ashleychester,OK,Bhutan,1,1
69,Non-binary,Master's,Married,83202,,20349,Personal,Self-employed,16,Fair,0.10816259883405041,216630,0,Humphreyview,MH,Barbados,0,0
30,Female,PhD,Widowed,117368,,49838,Personal,Self-employed,10,Excellent,0.5738774630261007,146030,4,East Matthewchester,CO,Sri Lanka,,1
38,Male,High School,Single,112064,688,10974,Home,Self-employed,15,Fair,0.337285966,81989,4,Francishaven,NJ,Cape Verde,0,2
31,Male,High School,Widowed,82103,689,35465,Auto,Self-employed,16,Fair,0.5910137060280917,297612,1,Mcguirestad,MS,Wallis and Futuna,1,2
41,Female,High School,Married,52788,793,40354,Business,Employed,2,Poor,0.2697879184621511,160676,1,South Meganfort,WY,Haiti,3,2
31,Female,Master's,Divorced,72365,,48758,Auto,Self-employed,2,Good,0.3029175512578235,,,New Jennifermouth,IA,Austria,0,0
65,Non-binary,High School,Single,106934,663,6604,Business,Unemployed,15,Poor,0.3034822043208366,179799,4,North Steven,NJ,Hong Kong,0,2
38,Male,Bachelor's,Divorced,38316,,41320,Personal,Unemployed,2,Poor,0.5361111346026489,70812,1,Jamestown,ID,Northern Mariana Islands,3,1
47,Non-binary,Master's,Married,28002,683,46364,Personal,Self-employed,12,Poor,0.43717991198523576,228557,1,Phillipschester,OK,Kyrgyz Republic,,2
20,Male,High School,Single,68110,740,38122,Auto,Unemployed,5,Poor,0.5131255675005517,37388,2,Port Kristina,KY,Iraq,,1
23,Non-binary,PhD,Widowed,118097,,18243,Auto,Unemployed,14,Good,0.5912347645427782,95468,1,Princetown,PW,Guadeloupe,3,1
41,Non-binary,PhD,Married,63805,795,7989,Business,Unemployed,11,Good,0.23936608987783772,129977,,East Andresmouth,NJ,Korea,2,0
34,Male,PhD,Single,109666,669,39599,Business,Unemployed,3,Poor,0.5045444751298456,204446,0,Veronicamouth,AS,Norway,1,0
50,Male,PhD,Widowed,26677,751,14708,Business,Employed,7,Good,0.568656345,43175,2,South Michaelbury,SD,Namibia,2,1
33,Non-binary,PhD,Married,77993,674,41634,Business,Employed,16,Poor,0.18448608881566272,297870,3,Port Hannah,CT,Mayotte,2,0
45,Female,Master's,Widowed,107638,675,20023,Business,Unemployed,18,Fair,0.2695247665494117,185101,,Arthurtown,PW,Portugal,2,2
63,Male,Bachelor's,Single,77367,725,40654,Auto,Self-employed,2,Good,0.5333986675247864,101337,,West Brittany,NM,Bahamas,1,0
18,Male,Bachelor's,Married,65520,631,7489,Auto,Unemployed,3,Fair,0.32439397951022575,138398,2,Cameronland,VA,Christmas Island,,0
33,Non-binary,PhD,Widowed,98411,662,12402,Business,Employed,2,Fair,0.2934519855955118,88620,1,Joshuaton,GU,Poland,,0
69,Male,PhD,Married,114440,793,7385,Home,Unemployed,4,Poor,0.260296598,123055,4,Joshualand,NV,Mauritania,2,1
67,Female,Bachelor's,Married,24019,,7818,Auto,Employed,14,Good,0.205572557,36394,1,Edwardtown,NH,Burundi,4,2
31,Female,PhD,Divorced,,798,9971,Home,Unemployed,17,Excellent,0.5492598384393963,252169,3,West Kimberly,GU,Saint Martin,3,2
59,Female,PhD,Married,31360,779,,Business,Employed,3,Fair,0.304782252,49934,3,West Scottchester,SD,Barbados,1,1
40,Male,Bachelor's,Widowed,23487,679,37928,Business,Employed,16,Good,0.5485185313617404,287466,1,Lake Angelashire,IA,South Africa,0,2
64,Male,PhD,Widowed,100543,646,,Auto,Self-employed,12,Fair,0.3833819449253425,283375,1,Lake Susan,ID,Uganda,,0
57,Male,Bachelor's,Married,96202,614,35214,Business,Self-employed,2,Excellent,0.10510251257443295,83968,0,North Elizabethport,MT,Oman,0,2
21,Female,Bachelor's,Married,,608,6243,Personal,Self-employed,11,Fair,0.4770543505752166,196619,4,Sherryport,PW,Northern Mariana Islands,2,1
58,Female,High School,Widowed,69681,678,38486,Auto,Employed,5,Poor,0.3205399682960123,263478,1,Langfort,OR,Grenada,3,1
69,Female,PhD,Single,83872,,11124,Auto,Employed,13,Fair,0.5222659681144881,297429,3,Jeremyshire,FL,Mozambique,3,1
43,Female,High School,Single,61798,653,16048,Auto,Employed,5,Fair,0.4179497388791301,30769,1,Port Danielle,PR,Singapore,0,2
47,Non-binary,High School,Single,,616,32855,Business,Employed,13,Good,0.16555298968700224,216226,2,Bartonhaven,WA,Palestinian Territory,1,1
47,Female,Master's,Married,78951,615,5741,Business,Unemployed,13,Good,0.38737665170725655,163358,2,Markland,UT,Malawi,,2
33,Male,PhD,Married,,748,15750,Personal,Self-employed,3,Good,0.3982683937096675,,0,Judyberg,CA,Malta,,0
43,Male,Bachelor's,Married,115341,667,43640,Business,Employed,4,Good,0.556176885,98873,0,Lake Caitlin,MO,South Africa,3,1
43,Female,Bachelor's,Divorced,85158,657,,Personal,Self-employed,1,Excellent,0.42912046315187036,167569,1,New Jenniferstad,MT,Turks and Caicos Islands,4,2
22,Female,High School,Widowed,80658,636,31185,Auto,Self-employed,15,Excellent,0.35174748219660634,,,Lake Kathrynland,NM,Lithuania,,1
56,Female,Master's,Divorced,89225,722,,Auto,Employed,17,Poor,0.17163361753413373,78267,2,West Chelsea,AZ,Montenegro,0,0
46,Non-binary,Master's,Divorced,115204,795,,Personal,Employed,17,Good,0.4790594502593982,268185,0,Nancybury,VT,Rwanda,4,0
51,Non-binary,PhD,Widowed,96286,616,40806,Personal,Unemployed,11,Good,0.21808179536777247,191862,2,North Monique,IA,Yemen,,2
38,Male,PhD,Widowed,84877,794,42741,Business,Employed,2,Good,0.17454884026168452,145375,0,South Dana,NM,Netherlands Antilles,1,1
38,Male,High School,Widowed,100138,628,43006,Business,Self-employed,2,Fair,0.13854710021614505,117558,3,Teresafort,VI,Maldives,,0
69,Male,Master's,Divorced,,676,42601,Home,Self-employed,13,Good,0.4736259402009637,241321,3,Zacharymouth,MP,Cote d'Ivoire,0,1
66,Non-binary,High School,Widowed,47702,606,19471,Personal,Employed,8,Fair,0.4576546690798281,236777,,West Zachary,IN,Kiribati,4,1
41,Non-binary,Master's,Married,,760,15422,Personal,Employed,1,Good,0.12720879868793225,,1,South Rebeccatown,NM,Libyan Arab Jamahiriya,2,2
44,Male,Master's,Married,91129,733,28923,Business,Self-employed,14,Poor,0.35939403173683704,167719,0,Krausestad,MO,Somalia,1,0
37,Male,Master's,Single,46570,,10925,Auto,Unemployed,13,Poor,0.19335751949274108,270245,3,Valentineville,CT,Egypt,0,2
20,Male,Master's,Single,106643,777,20627,Personal,Unemployed,4,Poor,0.12500169869148306,187132,,Samanthabury,MS,Puerto Rico,2,0
39,Non-binary,High School,Widowed,33901,722,,Auto,Self-employed,6,Excellent,0.44399390176174225,176859,3,Lake Jenniferside,TX,Uzbekistan,2,0
33,Female,PhD,Single,23260,675,32826,Home,Unemployed,15,Fair,0.5205638040526717,157830,2,Angelashire,KY,Montenegro,3,1
68,Non-binary,PhD,Single,96028,628,33670,Auto,Employed,14,Excellent,0.2617332380419336,226070,4,Amandashire,MO,Nigeria,0,1
66,Male,Master's,Married,106181,791,41748,Personal,Self-employed,1,Good,0.12632797100905743,125555,0,Ericmouth,LA,Serbia,3,1
26,Female,Master's,Widowed,109686,721,29569,Personal,Self-employed,6,Poor,0.2761310298582198,,0,Port Billy,ND,Kuwait,2,2
25,Non-binary,High School,Widowed,39861,607,16292,Business,Self-employed,11,Fair,0.5781772056994499,102529,4,South Jeffrey,KY,Argentina,,0
29,Male,Bachelor's,Widowed,44325,759,8667,Personal,Employed,17,Fair,0.18065495688661506,116520,4,Marieview,CO,Svalbard & Jan Mayen Islands,0,0
59,Male,Bachelor's,Divorced,,,12184,Business,Self-employed,17,Fair,0.21258815772949505,48730,0,Lake Shannonstad,HI,South Africa,1,0
50,Non-binary,Bachelor's,Widowed,38243,768,6526,Home,Employed,11,Excellent,0.40103825531878334,71650,3,Garciachester,MS,Samoa,1,2
43,Male,High School,Single,50331,743,19996,Home,Unemployed,5,Fair,0.44792292914580767,125622,1,Beckview,IL,El Salvador,2,0
53,Male,Master's,Widowed,109622,644,19008,Business,Unemployed,13,Good,0.3484307626867048,113344,2,New Scottburgh,KY,Dominica,4,1
49,Male,Bachelor's,Married,62732,618,36682,Personal,Self-employed,8,Excellent,0.2877630627696196,,3,West Alexander,CT,Burundi,2,2
50,Non-binary,High School,Widowed,77874,,,Home,Employed,10,Excellent,0.5925059132309906,251874,2,Bethanyland,AR,Kenya,1,1
26,Non-binary,High School,Single,46597,620,42293,Personal,Self-employed,7,Good,0.35473042619245954,137565,1,Thompsonborough,VA,Dominican Republic,2,0
67,Non-binary,PhD,Widowed,117739,732,36335,Personal,Self-employed,18,Poor,0.5314140550042553,203932,4,West Brent,NE,Netherlands Antilles,2,0
60,Female,Master's,Divorced,72483,774,39729,Personal,Unemployed,5,Excellent,0.12915549854780098,203978,2,East Michelleland,DC,Russian Federation,4,1
60,Male,Master's,Single,102862,731,13175,Home,Unemployed,15,Poor,0.4490280577364806,258169,,Erikfurt,AR,Denmark,4,0
67,Male,Bachelor's,Single,107340,722,17072,Business,Self-employed,18,Excellent,0.5238082448544912,44099,2,Dorothyshire,KS,Senegal,4,1
